game_id,play_id,down,yards_to_go,yardline_side,yardline_number,possession_team,route_of_targeted_receiver
2023090700,2364,3,6,KC,46,KC,CROSS
2023090700,1869,3,1,DET,34,DET,HITCH
2023090700,3674,1,10,KC,25,KC,HITCH
2023090700,3912,1,10,KC,45,KC,CROSS
2023090700,3233,1,10,DET,40,KC,FLAT
2023090700,2959,3,2,DET,17,KC,CROSS
2023090700,1563,1,10,KC,18,KC,HITCH
2023090700,3185,2,6,KC,36,KC,CROSS
2023090700,2936,2,2,DET,17,KC,SLANT
2023090700,2118,2,10,KC,37,KC,IN
2023090700,219,1,10,KC,31,KC,HITCH
2023090700,1422,3,5,KC,12,KC,CORNER
2023090700,2186,1,10,DET,7,DET,HITCH
2023090700,621,3,6,KC,9,DET,CROSS
2023090700,530,1,10,KC,24,DET,OUT
2023090700,3114,3,2,DET,33,DET,CROSS
2023091000,3260,1,20,ATL,25,ATL,FLAT
2023091000,3026,2,8,CAR,27,CAR,FLAT
2023091000,2342,1,10,CAR,36,CAR,ANGLE
2023091000,2580,2,11,CAR,45,CAR,FLAT
2023091000,661,2,16,CAR,8,CAR,IN
2023091000,3916,1,10,CAR,41,CAR,OUT
2023091000,1720,2,10,CAR,17,CAR,HITCH
2023091000,3078,1,10,CAR,36,CAR,GO
2023091000,2207,2,10,ATL,25,ATL,CROSS
2023091000,1429,2,4,ATL,4,CAR,FLAT
2023091000,3369,1,10,CAR,1,CAR,GO
2023091000,1972,1,10,CAR,38,CAR,FLAT
2023091000,4155,3,5,ATL,38,CAR,SLANT
2023091000,1046,3,10,ATL,15,ATL,SLANT
2023091000,1300,2,11,ATL,44,CAR,IN
2023091000,3486,2,9,ATL,45,ATL,OUT
2023091000,1599,2,23,ATL,22,ATL,HITCH
2023091000,1837,3,6,ATL,32,ATL,FLAT
2023091000,2101,3,10,ATL,33,CAR,HITCH
2023091000,3533,2,7,CAR,41,ATL,CORNER
2023091000,1743,3,10,CAR,17,CAR,IN
2023091000,3421,3,8,CAR,3,CAR,HITCH
2023091000,3886,2,10,CAR,30,CAR,OUT
2023091000,2793,2,8,CAR,47,ATL,FLAT
2023091000,927,1,10,ATL,15,ATL,HITCH
2023091000,2389,3,6,CAR,40,CAR,IN
2023091000,4107,1,10,ATL,43,CAR,FLAT
2023091000,842,2,10,CAR,25,CAR,IN
2023091000,1240,2,8,CAR,46,CAR,SLANT
2023091000,1193,3,2,CAR,33,CAR,IN
2023091000,1325,3,8,ATL,41,CAR,OUT
2023091000,2823,1,10,CAR,37,ATL,OUT
2023091000,1382,1,10,ATL,20,CAR,CROSS
2023091000,185,2,6,CAR,44,CAR,IN
2023091000,1697,1,10,CAR,17,CAR,GO
2023091000,877,3,10,CAR,25,CAR,FLAT
2023091000,1925,1,10,CAR,25,CAR,FLAT
2023091001,4018,3,6,HOU,38,BAL,GO
2023091001,166,2,6,BAL,12,BAL,FLAT
2023091001,1368,3,2,HOU,24,HOU,SLANT
2023091001,4662,4,3,HOU,31,HOU,ANGLE
2023091001,3879,2,9,HOU,21,HOU,OUT
2023091001,2523,2,7,HOU,7,BAL,ANGLE
2023091001,1470,1,10,HOU,47,HOU,FLAT
2023091001,407,2,2,HOU,28,BAL,SCREEN
2023091001,559,1,10,HOU,15,HOU,OUT
2023091001,4191,1,10,HOU,25,HOU,FLAT
2023091001,1797,3,9,BAL,44,BAL,OUT
2023091001,2151,2,10,BAL,27,HOU,HITCH
2023091001,3302,3,7,BAL,23,BAL,OUT
2023091001,532,3,6,HOU,16,BAL,CROSS
2023091001,4216,2,4,HOU,31,HOU,POST
2023091001,3514,2,19,BAL,19,HOU,OUT
2023091001,1438,3,5,HOU,42,HOU,HITCH
2023091001,1980,1,10,HOU,44,HOU,HITCH
2023091001,2033,2,10,BAL,37,HOU,SCREEN
2023091001,3086,3,2,HOU,33,HOU,SLANT
2023091001,1042,2,7,HOU,28,HOU,GO
2023091001,3902,3,9,HOU,21,HOU,IN
2023091001,1232,2,18,,50,BAL,HITCH
2023091001,4392,4,13,BAL,48,HOU,CROSS
2023091001,3257,1,10,BAL,20,BAL,CROSS
2023091001,4564,2,5,HOU,15,HOU,IN
2023091001,1574,2,5,BAL,35,HOU,IN
2023091001,893,3,5,HOU,32,BAL,GO
2023091001,4322,1,10,BAL,45,HOU,IN
2023091001,1948,3,7,HOU,34,HOU,HITCH
2023091001,4614,2,4,HOU,30,HOU,FLAT
2023091001,2351,1,10,BAL,29,BAL,OUT
2023091001,1065,3,7,HOU,28,HOU,FLAT
2023091001,2432,3,5,HOU,46,BAL,HITCH
2023091001,1517,3,4,BAL,47,HOU,FLAT
2023091001,3216,3,16,BAL,48,HOU,IN
2023091001,4589,1,10,HOU,24,HOU,HITCH
2023091001,3383,2,6,BAL,28,HOU,FLAT
2023091001,4239,3,4,HOU,31,HOU,HITCH
2023091001,1549,1,10,BAL,40,HOU,HITCH
2023091001,284,3,6,HOU,42,HOU,SCREEN
2023091001,2759,3,16,HOU,27,HOU,HITCH
2023091001,3111,1,10,HOU,47,HOU,OUT
2023091001,2469,1,10,HOU,27,BAL,IN
2023091001,4639,3,3,HOU,31,HOU,SLANT
2023091002,2847,2,13,CIN,47,CIN,ANGLE
2023091002,599,2,4,CIN,43,CLE,POST
2023091002,1260,3,11,CLE,43,CLE,POST
2023091002,2942,3,4,CLE,33,CIN,GO
2023091002,3787,1,10,CIN,25,CIN,HITCH
2023091002,4124,3,7,CLE,22,CLE,FLAT
2023091002,319,2,17,CLE,22,CLE,OUT
2023091002,3337,3,8,CIN,39,CIN,HITCH
2023091002,1832,3,9,CLE,46,CLE,HITCH
2023091002,2127,1,10,CIN,37,CLE,OUT
2023091002,2039,1,10,CIN,48,CLE,GO
2023091002,1540,2,2,CLE,39,CLE,IN
2023091002,2517,2,6,,50,CIN,GO
2023091002,767,3,7,CIN,16,CIN,SLANT
2023091002,3812,2,4,CIN,31,CIN,GO
2023091002,2095,3,10,CIN,48,CLE,OUT
2023091002,3835,3,4,CIN,31,CIN,FLAT
2023091002,2872,3,3,CLE,43,CIN,FLAT
2023091002,3253,2,8,CIN,27,CIN,GO
2023091002,3594,2,10,CIN,25,CIN,OUT
2023091002,3505,3,5,CIN,27,CLE,FLAT
2023091002,1412,3,3,CLE,38,CIN,GO
2023091002,3138,2,9,CIN,20,CLE,CROSS
2023091002,1974,3,8,CIN,23,CIN,OUT
2023091002,1071,2,10,CIN,17,CIN,SLANT
2023091002,3716,2,3,CIN,3,CLE,FLAT
2023091002,2441,3,11,CLE,24,CLE,HITCH
2023091002,2179,2,4,CIN,19,CLE,HITCH
2023091002,2211,1,10,CIN,13,CLE,GO
2023091002,3170,3,9,CIN,20,CLE,OUT
2023091002,3409,1,10,CLE,36,CLE,FLAT
2023091002,3617,3,10,CIN,25,CIN,FLAT
2023091002,975,3,10,CIN,24,CLE,SLANT
2023091002,873,1,10,CIN,44,CLE,CROSS
2023091002,3314,2,8,CIN,39,CIN,GO
2023091002,1048,1,10,CIN,17,CIN,FLAT
2023091002,444,3,1,CIN,23,CIN,FLAT
2023091002,3571,1,10,CIN,25,CIN,HITCH
2023091002,819,1,10,CLE,43,CLE,OUT
2023091002,1209,1,17,CLE,37,CLE,OUT
2023091002,2620,3,10,CLE,32,CIN,FLAT
2023091002,1464,1,10,CLE,20,CLE,FLAT
2023091002,2693,1,10,CLE,25,CLE,CORNER
2023091002,4036,3,8,CIN,40,CIN,OUT
2023091002,110,3,9,CIN,36,CIN,OUT
2023091002,1944,2,12,CIN,19,CIN,OUT
2023091003,3750,2,7,IND,32,JAX,HITCH
2023091003,4494,2,1,JAX,1,IND,FLAT
2023091003,1706,2,12,IND,18,JAX,GO
2023091003,761,2,9,JAX,35,IND,SLANT
2023091003,166,2,10,JAX,37,JAX,HITCH
2023091003,1841,1,10,JAX,41,IND,ANGLE
2023091003,3820,3,12,IND,25,JAX,FLAT
2023091003,143,1,10,JAX,37,JAX,HITCH
2023091003,2902,3,5,JAX,47,JAX,FLAT
2023091003,4416,3,10,JAX,13,IND,CROSS
2023091003,4363,1,10,JAX,13,IND,OUT
2023091003,81,2,8,IND,27,IND,OUT
2023091003,4153,2,7,IND,28,IND,POST
2023091003,529,3,7,IND,9,JAX,HITCH
2023091003,263,2,8,IND,8,IND,HITCH
2023091003,662,2,10,IND,37,IND,FLAT
2023091003,1929,1,10,JAX,44,JAX,HITCH
2023091003,4047,2,7,IND,41,JAX,CROSS
2023091003,191,3,4,JAX,43,JAX,HITCH
2023091003,1782,1,10,IND,24,IND,IN
2023091003,3645,3,8,,50,IND,SLANT
2023091003,687,3,2,IND,45,IND,CROSS
2023091003,1171,1,10,IND,42,JAX,FLAT
2023091003,3409,3,13,IND,24,IND,POST
2023091003,2286,1,10,IND,37,IND,POST
2023091003,3797,2,12,IND,25,JAX,OUT
2023091003,2979,2,9,,50,IND,ANGLE
2023091003,3845,4,2,IND,15,JAX,OUT
2023091003,2204,2,11,JAX,15,JAX,HITCH
2023091003,1954,1,10,IND,44,JAX,OUT
2023091003,1649,2,8,IND,45,JAX,HITCH
2023091003,4201,2,10,IND,42,IND,FLAT
2023091003,4551,4,1,JAX,1,IND,CROSS
2023091003,4283,3,1,JAX,37,IND,POST
2023091003,4308,1,10,JAX,28,IND,HITCH
2023091003,1805,2,10,IND,24,IND,GO
2023091003,3202,1,10,JAX,25,JAX,ANGLE
2023091003,3335,1,20,IND,17,IND,IN
2023091003,3002,3,9,,50,IND,OUT
2023091003,2638,1,10,IND,34,JAX,OUT
2023091003,2369,2,7,JAX,29,IND,SLANT
2023091003,4333,2,2,JAX,20,IND,FLAT
2023091003,410,1,10,IND,49,JAX,GO
2023091003,2519,1,10,JAX,25,JAX,HITCH
2023091003,1503,3,11,JAX,49,IND,FLAT
2023091003,4258,2,5,JAX,41,IND,HITCH
2023091003,2227,3,11,JAX,15,JAX,OUT
2023091003,3998,2,10,IND,25,IND,CORNER
2023091003,2798,3,11,IND,24,IND,FLAT
2023091003,933,2,2,JAX,33,JAX,CROSS
2023091003,358,2,10,JAX,39,JAX,OUT
2023091003,2062,1,10,IND,8,IND,ANGLE
2023091003,3975,1,10,IND,25,IND,OUT
2023091003,2571,1,10,JAX,40,JAX,SLANT
2023091003,2608,2,10,JAX,40,JAX,GO
2023091003,2087,2,4,IND,14,IND,CROSS
2023091004,695,3,6,TB,39,TB,GO
2023091004,2102,1,10,MIN,39,TB,OUT
2023091004,1190,1,10,MIN,17,MIN,POST
2023091004,821,1,10,MIN,18,TB,POST
2023091004,2936,2,8,MIN,27,MIN,OUT
2023091004,2257,2,10,MIN,25,MIN,HITCH
2023091004,1300,2,13,TB,41,MIN,FLAT
2023091004,2724,2,10,MIN,21,TB,HITCH
2023091004,315,2,7,MIN,16,MIN,SLANT
2023091004,3365,2,4,TB,4,MIN,CROSS
2023091004,1746,3,7,TB,7,MIN,OUT
2023091004,365,2,9,MIN,25,MIN,GO
2023091004,2827,2,7,MIN,7,TB,CROSS
2023091004,2850,3,7,MIN,7,TB,CROSS
2023091004,1641,3,1,TB,41,MIN,CROSS
2023091004,2749,3,8,MIN,19,TB,HITCH
2023091004,413,2,10,TB,45,MIN,SLANT
2023091004,3177,2,15,TB,25,MIN,SLANT
2023091004,1839,2,5,TB,30,TB,IN
2023091004,124,3,7,MIN,28,MIN,CROSS
2023091004,1933,2,9,MIN,15,MIN,CROSS
2023091004,2177,2,10,MIN,28,TB,POST
2023091004,592,2,6,TB,39,TB,POST
2023091004,936,1,10,MIN,17,MIN,SCREEN
2023091004,766,2,7,MIN,29,MIN,FLAT
2023091004,2154,1,10,MIN,28,TB,GO
2023091004,1676,1,10,TB,19,MIN,FLAT
2023091004,3030,1,10,TB,48,MIN,OUT
2023091004,1958,3,7,MIN,17,MIN,HITCH
2023091004,4015,2,14,MIN,21,MIN,HITCH
2023091004,3584,1,10,MIN,20,MIN,CROSS
2023091004,2344,1,10,TB,22,MIN,HITCH
2023091004,2961,3,3,MIN,32,MIN,SLANT
2023091004,1594,1,10,,50,MIN,SCREEN
2023091004,2234,1,10,MIN,25,MIN,CORNER
2023091004,219,3,10,TB,33,TB,SCREEN
2023091004,3874,1,10,MIN,46,TB,OUT
2023091004,3641,3,7,MIN,23,MIN,HITCH
2023091004,4122,1,10,,50,TB,SCREEN
2023091004,2607,2,7,MIN,46,TB,CROSS
2023091004,1540,1,10,MIN,31,MIN,IN
2023091004,2505,3,6,TB,29,TB,SLANT
2023091004,3429,1,10,TB,25,TB,ANGLE
2023091004,438,1,10,TB,34,MIN,ANGLE
2023091004,3849,2,5,TB,38,TB,POST
2023091004,2369,2,1,TB,13,MIN,POST
2023091004,3690,1,10,TB,23,TB,HITCH
2023091004,3244,1,9,TB,9,MIN,FLAT
2023091004,1701,1,6,TB,6,MIN,CROSS
2023091004,983,3,2,MIN,25,MIN,FLAT
2023091004,1326,3,11,TB,39,MIN,GO
2023091004,4249,3,10,MIN,39,TB,OUT
2023091004,3105,3,13,TB,33,MIN,OUT
2023091004,196,2,10,TB,33,TB,CORNER
2023091004,3922,3,4,MIN,40,TB,FLAT
2023091004,542,2,6,TB,29,TB,OUT
2023091004,4040,3,7,MIN,28,MIN,OUT
2023091004,2077,3,2,TB,47,TB,POST
2023091004,390,1,10,TB,45,MIN,FLAT
2023091004,3616,2,13,MIN,17,MIN,HITCH
2023091004,2287,3,4,MIN,31,MIN,OUT
2023091004,2312,1,10,MIN,36,MIN,POST
2023091004,2701,1,10,MIN,21,TB,SLANT
2023091004,340,1,10,MIN,24,MIN,FLAT
2023091005,3984,3,2,TEN,35,TEN,FLAT
2023091005,331,1,10,,50,NO,FLAT
2023091005,3042,2,8,TEN,13,TEN,OUT
2023091005,3067,3,5,TEN,16,TEN,GO
2023091005,3413,1,10,NO,47,TEN,GO
2023091005,3578,2,10,NO,28,TEN,FLAT
2023091005,1289,3,10,NO,31,NO,CROSS
2023091005,228,3,18,NO,32,TEN,FLAT
2023091005,4036,2,10,NO,44,TEN,OUT
2023091005,3208,3,7,TEN,19,NO,GO
2023091005,2834,2,9,NO,19,NO,OUT
2023091005,3774,3,11,NO,27,NO,OUT
2023091005,3698,2,8,NO,15,NO,ANGLE
2023091005,1394,3,6,TEN,27,TEN,HITCH
2023091005,2283,3,8,TEN,31,NO,POST
2023091005,2166,1,10,TEN,48,NO,IN
2023091005,1217,2,9,NO,14,NO,ANGLE
2023091005,3383,1,10,TEN,41,TEN,OUT
2023091005,3603,3,9,NO,27,TEN,OUT
2023091005,793,1,10,NO,15,TEN,GO
2023091005,383,3,5,TEN,45,NO,HITCH
2023091005,3850,2,11,NO,41,NO,FLAT
2023091005,3875,3,9,NO,43,NO,POST
2023091005,2251,2,17,TEN,40,NO,SLANT
2023091005,1065,1,10,TEN,23,TEN,SLANT
2023091005,2518,3,3,NO,13,NO,CROSS
2023091005,1721,1,10,TEN,25,TEN,IN
2023091005,2440,1,10,NO,47,TEN,CORNER
2023091005,1016,3,12,NO,26,NO,CORNER
2023091005,4124,2,12,NO,17,TEN,OUT
2023091005,3436,2,10,NO,47,TEN,SLANT
2023091005,3128,2,6,TEN,29,NO,OUT
2023091005,4270,2,14,NO,25,NO,CROSS
2023091005,2964,3,7,NO,44,NO,OUT
2023091005,4147,3,12,NO,17,TEN,HITCH
2023091005,3358,3,10,TEN,25,TEN,IN
2023091005,721,1,15,TEN,43,TEN,SLANT
2023091005,159,1,15,NO,29,TEN,HITCH
2023091005,301,1,10,NO,25,NO,GO
2023091005,2670,1,10,TEN,25,TEN,IN
2023091005,2720,2,6,TEN,43,TEN,IN
2023091005,2366,1,10,TEN,25,TEN,HITCH
2023091005,1766,3,5,TEN,30,TEN,CROSS
2023091005,849,3,7,NO,12,TEN,IN
2023091005,3483,2,6,NO,33,TEN,OUT
2023091005,768,1,10,NO,30,TEN,OUT
2023091005,991,2,16,NO,22,NO,HITCH
2023091006,3881,1,10,SF,48,PIT,POST
2023091006,3447,3,4,SF,8,PIT,FLAT
2023091006,3804,1,10,PIT,38,PIT,FLAT
2023091006,775,1,10,PIT,32,PIT,CROSS
2023091006,4079,3,8,PIT,22,SF,SLANT
2023091006,2380,3,3,SF,16,PIT,SLANT
2023091006,4315,2,17,PIT,33,PIT,OUT
2023091006,3596,3,4,SF,25,SF,OUT
2023091006,899,1,10,SF,32,SF,HITCH
2023091006,4420,3,10,SF,30,PIT,HITCH
2023091006,2324,1,10,SF,23,PIT,OUT
2023091006,144,1,10,SF,46,SF,HITCH
2023091006,3472,4,4,SF,8,PIT,POST
2023091006,213,4,1,PIT,45,SF,CROSS
2023091006,960,1,10,SF,44,SF,IN
2023091006,2156,1,10,PIT,5,PIT,OUT
2023091006,1717,3,6,PIT,40,PIT,HITCH
2023091006,2274,1,10,SF,47,PIT,OUT
2023091006,4186,2,10,PIT,25,PIT,HITCH
2023091006,1421,2,14,SF,46,SF,SCREEN
2023091006,1207,1,10,PIT,25,PIT,FLAT
2023091006,1999,1,10,PIT,37,SF,SLANT
2023091006,598,3,14,PIT,30,SF,OUT
2023091006,3829,2,12,PIT,36,PIT,CROSS
2023091006,1974,2,8,PIT,47,SF,HITCH
2023091006,2736,1,10,PIT,25,PIT,HITCH
2023091006,1828,3,6,SF,28,SF,OUT
2023091006,3722,1,10,PIT,4,PIT,HITCH
2023091006,2299,2,1,SF,38,PIT,HITCH
2023091006,1446,3,7,PIT,47,SF,IN
2023091006,4211,3,2,PIT,33,PIT,SLANT
2023091006,550,1,20,PIT,36,SF,SLANT
2023091006,2188,2,1,PIT,14,PIT,POST
2023091006,3680,3,2,PIT,45,SF,OUT
2023091006,282,1,8,PIT,8,SF,IN
2023091006,4270,2,6,PIT,31,PIT,OUT
2023091006,2415,4,3,SF,16,PIT,GO
2023091006,1143,2,12,PIT,19,SF,GO
2023091006,4163,1,10,PIT,25,PIT,FLAT
2023091006,431,3,5,PIT,32,PIT,CORNER
2023091006,3754,2,1,PIT,13,PIT,HITCH
2023091006,822,3,8,PIT,34,PIT,POST
2023091006,1027,2,9,PIT,44,SF,SLANT
2023091006,2657,1,10,SF,25,SF,CROSS
2023091006,3295,1,10,SF,24,PIT,OUT
2023091006,2470,2,10,SF,11,PIT,OUT
2023091006,3234,1,10,SF,39,PIT,OUT
2023091006,2861,1,10,SF,17,SF,POST
2023091006,1096,1,15,PIT,39,SF,IN
2023091006,2930,3,8,SF,35,SF,CROSS
2023091006,492,2,11,PIT,49,SF,POST
2023091006,3078,1,10,PIT,6,PIT,OUT
2023091006,55,1,10,PIT,25,PIT,HITCH
2023091006,575,2,14,PIT,30,SF,IN
2023091006,3137,3,4,PIT,12,PIT,CROSS
2023091006,3779,1,10,PIT,25,PIT,HITCH
2023091006,3422,2,10,SF,14,PIT,FLAT
2023091006,2529,1,3,SF,3,PIT,OUT
2023091006,4395,2,20,SF,40,PIT,HITCH
2023091006,4340,3,11,PIT,39,PIT,HITCH
2023091007,2359,1,10,ARI,25,ARI,HITCH
2023091007,1988,1,10,WAS,12,WAS,IN
2023091007,2447,1,10,WAS,43,ARI,HITCH
2023091007,2160,1,10,WAS,37,WAS,OUT
2023091007,1764,2,6,ARI,16,ARI,HITCH
2023091007,332,3,5,ARI,22,ARI,IN
2023091007,1371,3,2,WAS,44,WAS,CROSS
2023091007,2183,2,10,WAS,37,WAS,OUT
2023091007,1424,2,9,ARI,36,WAS,CROSS
2023091007,1794,1,10,ARI,26,ARI,CROSS
2023091007,357,1,10,ARI,28,ARI,CROSS
2023091007,124,1,10,WAS,36,WAS,IN
2023091007,2672,1,10,WAS,25,WAS,HITCH
2023091007,2238,2,10,ARI,44,WAS,CORNER
2023091007,2013,1,10,WAS,26,WAS,HITCH
2023091007,147,2,10,WAS,36,WAS,HITCH
2023091007,935,3,9,WAS,11,ARI,IN
2023091007,1848,2,13,ARI,36,ARI,OUT
2023091007,580,3,1,WAS,33,WAS,FLAT
2023091007,77,2,7,WAS,28,WAS,HITCH
2023091007,3542,2,11,ARI,24,ARI,FLAT
2023091007,3890,3,7,ARI,37,ARI,HITCH
2023091007,4271,4,10,ARI,37,ARI,IN
2023091007,4101,1,10,ARI,25,ARI,IN
2023091007,2472,2,5,WAS,38,ARI,GO
2023091007,1620,1,10,ARI,49,WAS,HITCH
2023091007,2719,1,10,WAS,36,WAS,HITCH
2023091007,842,2,11,WAS,43,ARI,WHEEL
2023091007,1167,1,10,WAS,37,ARI,HITCH
2023091007,197,2,9,WAS,49,WAS,HITCH
2023091007,3145,3,20,WAS,15,WAS,HITCH
2023091007,2495,3,5,WAS,38,ARI,SLANT
2023091007,2135,1,10,WAS,19,WAS,OUT
2023091007,4182,1,10,ARI,37,ARI,FLAT
2023091007,1399,1,10,ARI,37,WAS,FLAT
2023091007,2421,2,4,ARI,42,ARI,HITCH
2023091007,2036,2,10,WAS,26,WAS,SLANT
2023091007,1214,3,9,WAS,36,ARI,SLANT
2023091007,2208,1,10,ARI,44,WAS,IN
2023091007,699,2,4,ARI,7,WAS,ANGLE
2023091007,1679,2,10,ARI,37,WAS,CROSS
2023091007,4234,3,16,ARI,31,ARI,FLAT
2023091007,220,3,9,WAS,49,WAS,FLAT
2023091008,1292,1,10,GB,24,GB,SCREEN
2023091008,1356,3,2,GB,32,GB,OUT
2023091008,125,1,10,CHI,31,CHI,SCREEN
2023091008,1818,1,10,CHI,19,CHI,FLAT
2023091008,1551,1,10,GB,31,GB,FLAT
2023091008,735,2,12,GB,33,CHI,FLAT
2023091008,3178,3,8,GB,41,GB,OUT
2023091008,3495,2,1,CHI,39,CHI,OUT
2023091008,4083,1,10,GB,12,CHI,FLAT
2023091008,4452,2,10,CHI,25,CHI,CROSS
2023091008,3254,1,4,CHI,4,GB,GO
2023091008,1130,1,10,GB,22,CHI,SLANT
2023091008,2921,2,6,CHI,39,CHI,OUT
2023091008,1105,1,10,GB,33,CHI,OUT
2023091008,2697,1,10,CHI,43,GB,FLAT
2023091008,4051,4,5,GB,18,CHI,FLAT
2023091008,2865,1,16,CHI,29,CHI,FLAT
2023091008,3010,2,9,GB,20,CHI,GO
2023091008,1200,3,11,GB,11,CHI,HITCH
2023091008,3975,1,10,GB,23,CHI,FLAT
2023091008,1626,1,10,CHI,49,GB,POST
2023091008,1929,1,10,GB,44,GB,FLAT
2023091008,4539,3,5,CHI,43,CHI,CROSS
2023091008,3923,1,10,GB,37,CHI,SCREEN
2023091008,2749,3,8,CHI,41,GB,HITCH
2023091008,4514,2,10,CHI,38,CHI,ANGLE
2023091008,3851,1,10,CHI,46,CHI,FLAT
2023091008,273,3,13,CHI,43,GB,SLANT
2023091008,3377,3,11,CHI,24,CHI,IN
2023091008,1981,3,10,GB,44,GB,CROSS
2023091008,3998,2,10,GB,23,CHI,HITCH
2023091008,396,2,2,CHI,12,GB,CROSS
2023091008,496,3,8,CHI,8,GB,IN
2023091008,3354,2,11,CHI,24,CHI,CROSS
2023091008,3826,1,10,CHI,31,CHI,OUT
2023091008,619,2,12,GB,45,CHI,FLAT
2023091008,572,1,10,CHI,34,CHI,CORNER
2023091008,1952,2,10,GB,44,GB,CORNER
2023091008,2390,3,18,CHI,17,CHI,FLAT
2023091008,2520,4,3,CHI,35,GB,ANGLE
2023091008,1473,2,20,CHI,10,CHI,IN
2023091008,4021,3,10,GB,23,CHI,SLANT
2023091008,3745,2,16,GB,18,GB,CROSS
2023091008,2007,1,10,CHI,26,GB,SLANT
2023091008,1155,1,8,GB,8,CHI,FLAT
2023091008,1576,2,10,GB,31,GB,HITCH
2023091008,2475,2,12,CHI,44,GB,IN
2023091008,1601,3,6,GB,35,GB,IN
2023091008,3208,1,10,CHI,41,GB,CROSS
2023091008,4491,1,10,CHI,38,CHI,FLAT
2023091008,840,1,10,GB,25,GB,IN
2023091008,888,3,15,GB,20,GB,HITCH
2023091009,1097,3,5,DEN,5,LV,HITCH
2023091009,2826,2,6,DEN,6,LV,HITCH
2023091009,3009,2,7,,50,DEN,FLAT
2023091009,681,3,10,LV,38,DEN,OUT
2023091009,953,1,10,LV,39,LV,CORNER
2023091009,3195,3,1,LV,23,DEN,FLAT
2023091009,2499,3,12,DEN,46,LV,IN
2023091009,2546,2,9,DEN,33,LV,HITCH
2023091009,987,1,10,DEN,40,LV,GO
2023091009,103,2,9,DEN,43,LV,SLANT
2023091009,3108,2,5,LV,37,DEN,HITCH
2023091009,3418,1,10,LV,43,LV,POST
2023091009,3587,2,11,DEN,24,DEN,HITCH
2023091009,2849,3,6,DEN,6,LV,FLAT
2023091009,2102,2,4,DEN,32,DEN,GO
2023091009,2609,1,20,DEN,31,LV,CROSS
2023091009,1561,1,10,LV,17,LV,SLANT
2023091009,3501,2,6,DEN,6,LV,SLANT
2023091009,1621,3,6,LV,21,LV,SLANT
2023091009,3242,1,8,LV,8,DEN,CROSS
2023091009,3610,3,11,DEN,24,DEN,CROSS
2023091009,861,1,10,LV,25,LV,FLAT
2023091009,1946,2,5,LV,5,DEN,CROSS
2023091009,2932,3,3,DEN,27,DEN,FLAT
2023091009,2907,2,6,DEN,24,DEN,OUT
2023091009,570,2,15,DEN,47,DEN,OUT
2023091009,3386,2,10,LV,25,LV,HITCH
2023091009,2430,1,10,DEN,44,LV,HITCH
2023091009,1827,2,9,LV,40,DEN,OUT
2023091009,3454,1,10,DEN,26,LV,GO
2023091009,3754,3,8,LV,44,LV,CROSS
2023091009,1772,2,4,DEN,49,DEN,FLAT
2023091009,797,2,5,LV,5,DEN,IN
2023091009,2634,2,14,DEN,25,LV,FLAT
2023091009,3361,1,10,LV,25,LV,OUT
2023091009,1680,1,10,DEN,25,DEN,OUT
2023091009,750,3,3,LV,18,DEN,IN
2023091009,306,3,3,DEN,3,LV,GO
